City,location_id,Cancer,cardiovascular,stroke,depression,rehab,vaccine,diarrhea,obesity,diabetes,year,Latitude,Longitude
Erie PA,516,64,33,91,29,39,38,59,64,80,2009,42.1292241,-80.085059
Eugene OR,801,53,19,59,21,35,39,47,51,53,2009,44.0520691,-123.0867536
Eureka CA,802,49,13,47,22,31,41,50,27,49,2009,40.8020712,-124.1636729
Evansville IN,649,59,15,58,21,47,36,57,28,61,2009,37.9715592,-87.5710898
Fairbanks AK,745,44,7,36,19,23,35,49,52,50,2009,64.8377778,-147.7163888
Fargo-Valley City ND,724,63,24,57,22,36,37,62,56,70,2009,46.9243955,-98.0035186
Flint-Saginaw-Bay City MI,513,59,17,58,24,41,36,58,46,58,2009,43.5993199,-83.8890847
Florence-Myrtle Beach SC,570,59,25,58,23,37,30,62,40,62,2009,33.703071,-78.8892497
Fresno-Visalia CA,866,48,18,45,20,39,29,45,45,59,2009,36.32166,-119.3148878
Ft. Myers-Naples FL,571,63,25,52,20,40,34,49,27,60,2009,26.1411682,-81.7935098
Ft. Smith-Fayetteville-Springdale-Rogers AR,670,49,17,55,18,49,27,58,43,51,2009,,
Ft. Wayne IN,509,64,17,62,25,35,35,67,45,72,2009,41.079273,-85.1393513
Gainesville FL,592,71,38,89,20,57,37,61,86,77,2009,29.6516344,-82.3248262
Glendive MT,798,64,0,0,0,0,0,0,0,0,2009,47.106401,-104.7107931
Grand Junction-Montrose CO,773,57,18,54,28,31,39,53,65,74,2009,38.4967651,-107.8989028
Grand Rapids-Kalamazoo-Battle Creek MI,563,55,17,57,23,33,31,53,45,55,2009,42.2355515,-85.5515933
Great Falls MT,755,54,9,36,21,34,29,61,30,64,2009,47.5052849,-111.3007715
Green Bay-Appleton WI,658,58,13,64,20,32,36,59,44,55,2009,44.2667743,-88.3850175
Greensboro-High Point-Winston Salem NC,518,61,15,51,19,45,32,57,48,66,2009,35.9556923,-80.0053176
Greenville-New Bern-Washington NC,545,64,24,68,24,48,34,68,68,79,2009,35.5984979,-77.0577179
Greenville-Spartanburg SC-Asheville NC-Anderson SC,567,61,22,54,20,44,32,62,36,58,2009,34.8526176,-82.3940104
Greenwood-Greenville MS,647,55,100,46,18,56,14,93,44,50,2009,33.5171152,-90.1763225
Harlingen-Weslaco-Brownsville-McAllen TX,636,47,20,40,19,45,28,36,43,78,2009,,
Harrisburg-Lancaster-Lebanon-York PA,566,64,23,52,23,48,38,56,38,64,2009,39.9830208,-76.7197723
Harrisonburg VA,569,61,19,69,27,50,33,65,72,70,2009,38.4495688,-78.8689155
Hartford & New Haven CT,533,64,19,54,23,51,41,58,43,62,2009,41.3055024,-72.9267354
Hattiesburg-Laurel MS,710,52,18,66,19,42,28,48,52,48,2009,31.468239,-89.335421
Helena MT,766,60,0,45,22,36,46,56,49,81,2009,46.5891452,-112.0391057
Honolulu HI,744,48,15,57,18,35,32,55,39,57,2009,21.3069444,-157.8583333
Houston TX,618,59,23,49,17,35,30,55,31,60,2009,29.7604267,-95.3698028
Huntsville-Decatur (Florence) AL,691,59,20,65,20,49,30,53,36,60,2009,34.8279976,-87.6209133
Idaho Falls-Pocatello ID,758,52,16,72,21,40,36,45,30,64,2009,42.906046,-112.4315298
Indianapolis IN,527,64,33,57,23,41,41,57,48,79,2009,39.768403,-86.158068
Jackson MS,718,55,23,49,20,45,26,54,44,66,2009,32.2987573,-90.1848103
Jackson TN,639,58,13,56,20,43,32,70,32,52,2009,35.6145169,-88.8139469
Jacksonville FL,561,58,28,52,18,54,32,59,35,64,2009,30.3321838,-81.655651
Johnstown-Altoona PA,574,58,26,52,24,45,40,62,69,61,2009,40.4529782,-78.3930329
Jonesboro AR,734,58,20,62,22,45,21,59,53,79,2009,35.8422967,-90.704279
Joplin MO-Pittsburg KS,603,51,17,61,22,36,30,57,17,53,2009,37.3948426,-94.700525
Juneau AK,747,50,0,95,15,44,55,35,0,66,2009,58.3019444,-134.4197221
Kansas City MO,616,60,27,62,21,42,35,63,36,63,2009,39.0997265,-94.5785667
Knoxville TN,557,64,27,61,20,41,37,59,48,70,2009,35.9606384,-83.9207392
La Crosse-Eau Claire WI,702,57,25,62,24,40,35,62,48,61,2009,44.8651049,-91.4743642
Lafayette IN,582,69,39,35,24,32,35,42,95,53,2009,40.4167022,-86.8752869
Lafayette LA,642,50,27,47,20,44,28,58,47,48,2009,30.2240897,-92.0198427
Lake Charles LA,643,53,20,69,19,43,34,32,26,61,2009,30.2265949,-93.2173758
Lansing MI,551,60,28,54,22,43,35,64,48,65,2009,42.732535,-84.5555347
Laredo TX,749,41,19,30,20,42,34,32,21,61,2009,27.5035613,-99.5075519
Las Vegas NV,839,52,19,41,16,47,27,53,29,53,2009,36.1699412,-115.1398296
Lexington KY,541,64,37,61,29,47,40,51,82,73,2009,38.0405837,-84.5037164
Lima OH,558,62,31,42,25,35,41,54,57,55,2009,40.742551,-84.1052256
Lincoln & Hastings-Kearney NE,722,55,25,47,27,36,32,42,57,57,2009,40.5827492,-98.3915866
Little Rock-Pine Bluff AR,693,60,20,61,22,49,33,58,52,67,2009,34.2025124,-92.0491611
Los Angeles CA,803,50,16,45,17,37,31,50,35,49,2009,34.0522342,-118.2436849
Louisville KY,529,62,25,53,20,60,40,67,40,64,2009,38.2526647,-85.7584557
Lubbock TX,651,53,19,43,21,40,26,50,46,63,2009,33.5778631,-101.8551665
Macon GA,503,53,36,53,19,59,24,48,41,57,2009,32.8406946,-83.6324022
Madison WI,669,61,18,53,21,38,41,63,40,58,2009,43.0730517,-89.4012302
Mankato MN,737,59,20,46,28,37,33,66,61,55,2009,44.1635775,-93.9993996
Marquette MI,553,52,27,87,23,47,37,56,46,60,2009,46.5436199,-87.3953713
Medford-Klamath Falls OR,813,53,13,49,22,41,33,58,61,55,2009,42.224924,-121.7722781
Memphis TN,640,63,37,60,17,47,32,51,42,66,2009,35.1495343,-90.0489801
Meridian MS,711,60,26,81,25,38,27,39,57,69,2009,32.3643098,-88.703656
Miami-Ft. Lauderdale FL,528,54,23,46,15,45,29,46,27,53,2009,26.0947577,-80.1352122
Milwaukee WI,617,60,29,58,21,49,40,53,36,63,2009,43.0389025,-87.9064736
Minneapolis-St. Paul MN,613,57,25,51,20,38,39,49,37,62,2009,44.9374831,-93.2009998
Minot-Bismarck-Dickinson(Williston) ND,687,64,18,57,26,42,35,47,51,64,2009,46.8067257,-100.7865799
Missoula MT,762,53,22,61,22,48,36,47,37,52,2009,46.8721284,-113.9940314
Mobile AL-Pensacola (Ft. Walton Beach) FL,686,55,17,57,17,45,33,51,30,56,2009,30.4684724,-87.2087375
Monroe LA-El Dorado AR,628,60,32,60,29,56,35,53,63,66,2009,33.2152717,-92.64196
Monterey-Salinas CA,828,49,10,42,19,35,35,46,43,50,2009,36.6777372,-121.6555013
Montgomery (Selma) AL,698,59,34,51,19,59,28,50,52,59,2009,32.4068484,-87.0190868
Nashville TN,659,65,25,55,22,46,36,57,55,74,2009,36.1626638,-86.7816016
New Orleans LA,622,55,26,55,18,45,30,57,38,59,2009,29.9510658,-90.0715323
New York NY,501,58,18,44,19,39,36,49,34,53,2009,40.7127753,-74.0059728
Norfolk-Portsmouth-Newport News VA,544,56,23,58,18,40,35,53,31,62,2009,36.8354258,-76.2982742
North Platte NE,740,60,0,57,11,17,12,91,0,39,2009,41.1402759,-100.7601454
Odessa-Midland TX,633,52,13,70,21,31,25,67,28,76,2009,31.9391746,-102.2522487
Oklahoma City OK,650,56,21,53,19,39,29,61,35,61,2009,35.4675602,-97.5164276
Omaha NE,652,63,17,56,20,43,39,63,44,67,2009,41.2565369,-95.9345034
Orlando-Daytona Beach-Melbourne FL,534,57,23,56,17,48,28,58,29,56,2009,,
Ottumwa IA-Kirksville MO,631,54,31,69,27,41,47,43,83,86,2009,,
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,632,59,21,66,25,54,37,35,77,59,2009,37.0833893,-88.6000478
Palm Springs CA,804,50,6,51,18,44,22,46,22,52,2009,33.8302961,-116.5452921
Panama City FL,656,53,12,59,16,36,25,58,33,48,2009,30.1588129,-85.6602058
Parkersburg WV,597,72,0,53,26,74,55,56,100,100,2009,39.2667418,-81.5615135
Peoria-Bloomington IL,675,66,22,55,24,36,42,50,54,76,2009,40.4566216,-88.9758277
Philadelphia PA,504,65,23,50,21,52,40,57,40,63,2009,39.9525839,-75.1652215
Phoenix AZ,753,57,22,48,18,40,33,53,35,59,2009,33.4483771,-112.0740373
Pittsburgh PA,508,70,26,63,23,56,43,64,48,73,2009,,
Portland OR,820,53,14,55,20,39,38,58,41,58,2009,45.5051064,-122.6750261
Portland-Auburn ME,500,61,20,60,20,47,40,59,38,56,2009,44.021648,-70.2832225
Presque Isle ME,552,42,0,47,19,47,44,100,39,59,2009,46.681153,-68.0158614
Providence RI-New Bedford MA,521,57,17,49,23,45,45,57,43,55,2009,41.8563438,-71.2874209
Quincy IL-Hannibal MO-Keokuk IA,717,57,39,39,26,46,40,60,86,70,2009,58.3019444,-134.4197221
Raleigh-Durham (Fayetteville) NC,560,64,23,58,21,44,40,58,50,67,2009,35.0478668,-78.8565861
Rapid City SD,764,57,10,54,23,34,31,58,49,66,2009,44.0805434,-103.2310149
Reno NV,811,54,17,63,20,32,32,56,40,57,2009,39.5296329,-119.8138027
Richmond-Petersburg VA,556,62,30,54,21,41,41,48,40,68,2009,,
Roanoke-Lynchburg VA,573,59,22,56,21,50,38,58,49,60,2009,37.3177678,-79.9994997
Rochester MN-Mason City IA-Austin MN,611,100,51,76,25,38,53,68,75,80,2009,,
Rochester NY,538,63,21,55,22,34,41,58,47,60,2009,43.1565779,-77.6088465
Rockford IL,610,58,14,53,24,32,35,50,32,70,2009,42.2711311,-89.0939952
Sacramento-Stockton-Modesto CA,862,51,19,56,18,35,34,49,40,58,2009,37.9570225,-121.2797902
Salisbury MD,576,60,31,56,21,48,41,72,54,61,2009,38.3606736,-75.5993692
Salt Lake City UT,770,50,19,51,21,41,35,54,46,59,2009,40.7607793,-111.8910474
San Angelo TX,661,48,28,59,23,56,23,42,19,40,2009,31.4637723,-100.4370375
San Antonio TX,641,56,29,58,17,45,38,56,42,75,2009,29.4241219,-98.4936282
San Diego CA,825,55,20,47,17,37,37,54,37,51,2009,32.715738,-117.1610838
San Francisco-Oakland-San Jose CA,807,36,17,26,8,18,18,24,16,43,2009,,
Santa Barbara-Santa Maria-San Luis Obispo CA,855,50,10,51,19,33,33,50,48,45,2009,34.9226032,-120.4299882
Savannah GA,507,54,22,62,17,37,31,49,35,57,2009,32.0808989,-81.091203
Seattle-Tacoma WA,819,54,13,54,19,38,37,55,33,55,2009,47.4502499,-122.3088165
Sherman TX-Ada OK,657,59,23,51,25,45,32,74,37,48,2009,33.6872249,-96.5753925
Shreveport LA,612,54,16,47,19,44,26,66,32,59,2009,32.5251516,-93.7501789
Sioux City IA,624,56,12,50,24,37,34,52,45,58,2009,42.4963416,-96.4049408
Sioux Falls(Mitchell) SD,725,62,24,56,22,39,42,73,51,63,2009,43.5835394,-96.7118155
South Bend-Elkhart IN,588,61,19,53,23,33,39,65,41,63,2009,41.6843287,-85.9708313
Spokane WA,881,52,24,56,22,40,34,52,40,54,2009,47.6587802,-117.4260465
Springfield MO,619,57,19,52,24,37,39,54,43,55,2009,37.2089572,-93.2922989
Springfield-Holyoke MA,543,58,16,52,24,52,35,56,49,59,2009,42.2042586,-72.6162009
St. Joseph MO,638,56,30,51,21,30,34,77,65,45,2009,39.7674578,-94.846681
St. Louis MO,609,59,19,56,19,47,36,57,39,63,2009,38.6270025,-90.1994042
Syracuse NY,555,67,20,58,24,40,39,57,51,58,2009,43.0481221,-76.1474244
Tallahassee FL-Thomasville GA,530,63,26,57,24,56,42,48,54,80,2009,30.3350027,-84.2105744
Tampa-St. Petersburg (Sarasota) FL,539,63,21,59,17,52,30,53,27,55,2009,28.274347,-82.3885783
Terre Haute IN,581,60,20,73,27,40,49,51,79,64,2009,39.4667034,-87.4139092
Toledo OH,547,61,22,54,21,49,40,55,55,68,2009,41.6528052,-83.5378674
Topeka KS,605,61,36,53,22,36,49,50,48,70,2009,39.0473451,-95.6751576
Traverse City-Cadillac MI,540,62,20,63,24,43,38,69,55,71,2009,44.7354212,-85.5946084
Tri-Cities TN-VA,531,59,30,73,19,55,39,66,37,62,2009,36.5450182,-82.5555539
Tucson (Sierra Vista) AZ,789,56,17,51,21,39,34,59,38,61,2009,32.2709837,-110.9614306
Tulsa OK,671,60,20,58,16,39,28,51,33,60,2009,36.1539816,-95.992775
Twin Falls ID,760,58,21,85,21,36,32,46,58,48,2009,42.5558381,-114.4700518
Tyler-Longview(Lufkin & Nacogdoches) TX,709,53,28,49,21,46,27,65,42,60,2009,,
Utica NY,526,60,15,69,21,56,36,46,68,56,2009,43.100903,-75.232664
Victoria TX,626,53,28,47,18,52,45,42,0,63,2009,28.8052674,-97.0035982
Waco-Temple-Bryan TX,625,48,26,49,19,33,30,52,51,54,2009,31.6046625,-97.1980025
Washington DC (Hagerstown MD),511,42,17,30,11,25,26,33,23,47,2009,39.642645,-77.721057
Watertown NY,549,63,10,75,26,26,41,68,68,56,2009,43.9747838,-75.9107565
Wausau-Rhinelander WI,705,61,27,61,21,46,41,52,46,60,2009,45.6555505,-89.3920037
West Palm Beach-Ft. Pierce FL,548,50,19,43,15,48,28,38,35,54,2009,27.366166,-80.2467597
Wheeling WV-Steubenville OH,554,68,45,37,24,46,48,42,32,69,2009,40.3668048,-80.6317037
Wichita Falls TX & Lawton OK,627,60,23,65,19,53,37,62,60,65,2009,34.6092311,-98.418011
Wichita-Hutchinson KS,678,55,21,61,21,36,32,64,37,57,2009,37.6871761,-97.330053
Wilkes Barre-Scranton PA,577,63,18,63,24,49,40,57,47,61,2009,41.2343893,-75.8534771
Wilmington NC,550,64,21,66,22,51,43,72,49,65,2009,34.2103894,-77.8868117
Yakima-Pasco-Richland-Kennewick WA,810,59,22,54,18,38,37,52,52,59,2009,46.2529128,-119.230849
Youngstown OH,536,56,16,55,25,39,36,63,38,58,2009,41.0997803,-80.6495194
Yuma AZ-El Centro CA,771,53,28,58,23,47,52,62,85,74,2009,32.6926512,-114.6276916
Zanesville OH,596,57,19,31,18,21,27,33,28,60,2009,39.9403453,-82.0131924
Abilene-Sweetwater TX,662,55,33,42,26,68,43,21,24,36,2010,32.4106903,-99.7653019
Albany GA,525,63,43,42,26,54,48,26,37,44,2010,31.5785074,-84.155741
Albany-Schenectady-Troy NY,532,66,34,42,29,57,52,32,32,38,2010,42.7636479,-73.6536209
Albuquerque-Santa Fe NM,790,65,37,41,29,52,57,32,31,50,2010,35.658802,-105.9603685
Alexandria LA,644,58,42,48,21,47,47,26,32,27,2010,31.3112936,-92.4451371
Alpena MI,583,65,0,100,100,100,0,100,0,100,2010,45.0616794,-83.4327528
Amarillo TX,634,61,33,44,30,48,51,29,21,32,2010,35.2219971,-101.8312969
Anchorage AK,743,48,23,50,23,35,42,29,21,40,2010,61.2180556,-149.9002778
Atlanta GA,524,62,46,37,22,52,41,26,26,36,2010,33.7489954,-84.3879824
Augusta GA,520,77,100,52,26,60,44,25,36,51,2010,33.4734978,-82.0105148
Austin TX,635,54,37,35,25,58,44,27,27,38,2010,30.267153,-97.7430608
Bakersfield CA,800,50,26,29,24,52,33,23,32,39,2010,35.3732921,-119.0187125
Baltimore MD,512,70,65,43,28,70,58,30,35,42,2010,39.2903848,-76.6121893
Bangor ME,537,66,46,43,40,56,46,23,39,40,2010,44.8016128,-68.7712257
Baton Rouge LA,716,63,51,43,27,68,49,32,41,44,2010,30.4514677,-91.1871466
Beaumont-Port Arthur TX,692,63,49,51,29,56,48,28,34,42,2010,30.080174,-94.1265562
Bend OR,821,55,17,43,28,57,46,32,23,34,2010,44.0581728,-121.3153096
"Billings, MT",756,65,31,66,26,60,55,23,32,42,2010,45.7832856,-108.5006904
Biloxi-Gulfport MS,746,55,44,44,20,55,33,29,13,34,2010,30.3674198,-89.0928155
Binghamton NY,502,64,34,49,34,44,46,37,41,31,2010,42.0986867,-75.9179738
Birmingham AL,630,69,84,50,26,71,42,31,34,42,2010,33.5185892,-86.8103567
Bluefield-Beckley-Oak Hill WV,559,73,33,46,20,68,44,28,19,51,2010,37.2698395,-81.2223195
Boise ID,757,55,39,42,28,66,44,29,32,47,2010,43.6150186,-116.2023137
Boston MA-Manchester NH,506,65,37,37,25,75,46,29,24,37,2010,42.929687,-71.4352177
Bowling Green KY,736,72,36,46,26,67,45,43,43,39,2010,36.9685219,-86.4808043
Buffalo NY,514,75,33,44,31,54,45,26,33,42,2010,42.8864468,-78.8783689
Burlington VT-Plattsburgh NY,523,56,33,37,22,57,33,25,18,28,2010,44.6988382,-73.3804304
Butte-Bozeman MT,754,56,35,39,32,41,54,19,35,38,2010,45.671834,-111.089227
Casper-Riverton WY,767,60,29,47,36,57,42,32,56,56,2010,42.8505217,-106.3085313
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,637,73,64,51,33,55,56,27,48,46,2010,41.9778795,-91.6656232
Champaign & Springfield-Decatur IL,648,70,79,39,35,48,52,24,49,46,2010,,
Charleston SC,519,73,56,52,28,49,61,34,35,50,2010,32.7764749,-79.9310512
Charleston-Huntington WV,564,71,54,60,30,65,56,35,49,50,2010,38.4123775,-82.4270257
Charlotte NC,517,61,46,39,25,58,44,29,32,39,2010,35.2270869,-80.8431267
Charlottesville VA,584,65,58,42,28,43,53,25,30,38,2010,38.0293059,-78.4766781
Chattanooga TN,575,69,41,51,24,63,36,32,28,46,2010,35.0456297,-85.3096801
Cheyenne WY-Scottsbluff NE,759,53,57,31,30,52,38,25,35,35,2010,41.876312,-103.637984
Chicago IL,602,63,43,36,24,55,40,28,28,39,2010,41.8781136,-87.6297982
Chico-Redding CA,868,55,30,37,26,55,43,26,45,38,2010,39.775148,-121.8699698
Cincinnati OH,515,65,46,41,26,58,51,31,34,44,2010,39.1031182,-84.5120196
Clarksburg-Weston WV,598,67,21,44,27,50,56,30,31,32,2010,39.2638017,-80.326903
Cleveland-Akron (Canton) OH,510,64,40,40,28,56,41,31,28,38,2010,41.0953742,-81.5867677
Colorado Springs-Pueblo CO,752,53,25,36,25,45,43,31,27,30,2010,38.7978203,-104.7935738
Columbia SC,546,65,56,45,28,56,44,27,37,41,2010,34.0007104,-81.0348144
Columbia-Jefferson City MO,604,79,65,56,38,74,60,31,65,50,2010,38.9517053,-92.3340724
Columbus GA,522,67,58,46,36,67,75,28,52,47,2010,32.4609764,-84.9877094
Columbus OH,535,69,45,40,28,58,50,28,33,43,2010,39.9611755,-82.9987942
Columbus-Tupelo-West Point MS,673,51,76,54,35,67,60,28,69,39,2010,34.2708332,-88.7150718
Corpus Christi TX,600,55,30,31,28,51,50,30,27,46,2010,27.8005828,-97.396381
Dallas-Ft. Worth TX,623,52,33,33,20,49,34,24,19,32,2010,32.7766642,-96.7969879
Davenport IA-Rock Island-Moline IL,682,67,44,39,29,44,43,21,26,38,2010,41.5067003,-90.5151342
Dayton OH,542,64,41,47,27,48,44,29,34,39,2010,39.7589478,-84.1916069
Denver CO,751,61,39,39,25,53,43,28,26,36,2010,39.7392358,-104.990251
Des Moines-Ames IA,679,65,39,40,27,56,50,25,37,45,2010,42.0236281,-93.6097448
Detroit MI,505,68,57,43,28,54,42,27,29,39,2010,42.331427,-83.0457538
Dothan AL,606,60,62,40,27,68,37,35,25,36,2010,31.2232313,-85.3904888
Duluth MN-Superior WI,676,63,40,54,36,46,51,23,38,42,2010,46.7207737,-92.1040796
El Paso TX,765,49,63,31,26,39,41,26,42,47,2010,31.7618778,-106.4850217
Elmira NY,565,64,38,40,26,51,45,30,34,33,2010,42.0897965,-76.8077338
Erie PA,516,80,30,49,40,60,53,31,39,48,2010,42.1292241,-80.085059
Eugene OR,801,57,37,44,31,44,50,29,39,35,2010,44.0520691,-123.0867536
Eureka CA,802,61,37,38,21,62,65,28,21,45,2010,40.8020712,-124.1636729
Evansville IN,649,67,40,45,28,75,49,39,29,49,2010,37.9715592,-87.5710898
Fairbanks AK,745,39,52,43,25,23,39,22,31,34,2010,64.8377778,-147.7163888
Fargo-Valley City ND,724,61,52,48,29,48,55,31,41,43,2010,46.9243955,-98.0035186
Flint-Saginaw-Bay City MI,513,64,48,45,33,61,42,32,39,38,2010,43.5993199,-83.8890847
Florence-Myrtle Beach SC,570,63,38,37,31,41,37,27,43,34,2010,33.703071,-78.8892497
Fresno-Visalia CA,866,54,48,32,25,51,39,26,31,39,2010,36.32166,-119.3148878
Ft. Myers-Naples FL,571,71,43,39,24,61,35,29,35,36,2010,26.1411682,-81.7935098
Ft. Smith-Fayetteville-Springdale-Rogers AR,670,60,44,33,23,65,45,27,25,33,2010,,
Ft. Wayne IN,509,65,56,45,30,47,38,29,32,43,2010,41.079273,-85.1393513
Gainesville FL,592,74,86,53,28,72,64,32,50,43,2010,29.6516344,-82.3248262
Glendive MT,798,76,0,0,0,0,0,0,0,0,2010,47.106401,-104.7107931
Grand Junction-Montrose CO,773,53,38,41,36,54,47,28,48,34,2010,38.4967651,-107.8989028
Grand Rapids-Kalamazoo-Battle Creek MI,563,64,41,43,29,55,47,27,40,40,2010,42.2355515,-85.5515933
Great Falls MT,755,49,17,47,30,50,64,34,30,52,2010,47.5052849,-111.3007715
Green Bay-Appleton WI,658,62,43,41,29,49,43,29,28,35,2010,44.2667743,-88.3850175
Greensboro-High Point-Winston Salem NC,518,67,39,41,26,63,43,27,36,42,2010,35.9556923,-80.0053176
Greenville-New Bern-Washington NC,545,68,40,61,29,67,52,36,47,46,2010,35.5984979,-77.0577179
Greenville-Spartanburg SC-Asheville NC-Anderson SC,567,64,42,43,28,58,45,31,29,39,2010,34.8526176,-82.3940104
Greenwood-Greenville MS,647,58,61,61,33,99,41,28,88,60,2010,33.5171152,-90.1763225
Harlingen-Weslaco-Brownsville-McAllen TX,636,55,48,36,27,57,38,26,36,50,2010,,
Harrisburg-Lancaster-Lebanon-York PA,566,73,45,42,30,67,52,31,32,40,2010,39.9830208,-76.7197723
Harrisonburg VA,569,56,25,34,26,63,55,21,36,30,2010,38.4495688,-78.8689155
Hartford & New Haven CT,533,71,41,42,29,71,50,32,34,39,2010,41.3055024,-72.9267354
Hattiesburg-Laurel MS,710,64,46,39,36,69,23,23,13,47,2010,31.468239,-89.335421
Helena MT,766,70,43,47,31,70,87,35,28,49,2010,46.5891452,-112.0391057
Honolulu HI,744,51,31,45,23,46,39,28,32,39,2010,21.3069444,-157.8583333
Houston TX,618,68,53,41,22,52,46,29,24,42,2010,29.7604267,-95.3698028
Huntsville-Decatur (Florence) AL,691,60,42,48,27,61,42,29,30,41,2010,34.8279976,-87.6209133
Idaho Falls-Pocatello ID,758,58,45,50,27,44,48,28,40,40,2010,42.906046,-112.4315298
Indianapolis IN,527,71,58,42,30,54,54,27,40,53,2010,39.768403,-86.158068
Jackson MS,718,59,48,40,27,59,35,35,34,41,2010,32.2987573,-90.1848103
Jackson TN,639,61,36,45,28,53,41,37,29,38,2010,35.6145169,-88.8139469
Jacksonville FL,561,64,63,41,26,77,44,29,32,46,2010,30.3321838,-81.655651
Johnstown-Altoona PA,574,59,44,38,32,48,38,29,41,37,2010,40.4529782,-78.3930329
Jonesboro AR,734,73,46,51,27,79,32,31,46,41,2010,35.8422967,-90.704279
Joplin MO-Pittsburg KS,603,56,51,37,31,49,38,31,42,42,2010,37.3948426,-94.700525
Juneau AK,747,65,0,48,19,41,47,13,0,50,2010,58.3019444,-134.4197221
Kansas City MO,616,68,54,45,27,62,46,32,28,43,2010,39.0997265,-94.5785667
Knoxville TN,557,64,59,49,25,65,45,33,30,46,2010,35.9606384,-83.9207392
La Crosse-Eau Claire WI,702,57,39,43,30,47,47,31,38,38,2010,44.8651049,-91.4743642
Lafayette IN,582,74,66,37,30,34,55,23,68,43,2010,40.4167022,-86.8752869
Lafayette LA,642,56,52,44,22,52,29,32,20,34,2010,30.2240897,-92.0198427
Lake Charles LA,643,53,30,57,20,73,50,40,32,31,2010,30.2265949,-93.2173758
Lansing MI,551,65,64,38,33,58,53,32,50,39,2010,42.732535,-84.5555347
Laredo TX,749,47,23,22,26,36,38,22,39,35,2010,27.5035613,-99.5075519
Las Vegas NV,839,58,44,35,21,65,37,28,20,41,2010,36.1699412,-115.1398296
Lexington KY,541,71,57,43,35,65,41,28,57,46,2010,38.0405837,-84.5037164
Lima OH,558,65,24,28,31,49,38,37,34,41,2010,40.742551,-84.1052256
Lincoln & Hastings-Kearney NE,722,57,49,34,37,48,46,28,44,38,2010,40.5827492,-98.3915866
Little Rock-Pine Bluff AR,693,69,44,43,29,70,37,29,32,47,2010,34.2025124,-92.0491611
Los Angeles CA,803,54,35,34,23,51,39,25,26,34,2010,34.0522342,-118.2436849
Louisville KY,529,66,52,43,26,76,46,35,28,42,2010,38.2526647,-85.7584557
Lubbock TX,651,54,46,40,26,54,50,31,30,37,2010,33.5778631,-101.8551665
Macon GA,503,62,49,46,26,70,41,29,34,41,2010,32.8406946,-83.6324022
Madison WI,669,66,46,40,27,46,56,31,34,42,2010,43.0730517,-89.4012302
Mankato MN,737,60,29,39,35,51,43,25,48,35,2010,44.1635775,-93.9993996
Marquette MI,553,60,28,56,33,64,52,27,29,40,2010,46.5436199,-87.3953713
Medford-Klamath Falls OR,813,56,43,49,25,37,43,30,37,37,2010,42.224924,-121.7722781
Memphis TN,640,67,72,40,23,65,41,27,28,49,2010,35.1495343,-90.0489801
Meridian MS,711,66,68,35,32,100,40,35,32,42,2010,32.3643098,-88.703656
Miami-Ft. Lauderdale FL,528,58,43,36,21,50,35,24,20,35,2010,26.0947577,-80.1352122
Milwaukee WI,617,68,53,44,28,71,45,30,31,40,2010,43.0389025,-87.9064736
Minneapolis-St. Paul MN,613,61,46,41,26,52,49,28,30,40,2010,44.9374831,-93.2009998
Minot-Bismarck-Dickinson(Williston) ND,687,69,33,48,38,59,50,27,29,42,2010,46.8067257,-100.7865799
Missoula MT,762,56,27,52,34,38,48,27,23,38,2010,46.8721284,-113.9940314
Mobile AL-Pensacola (Ft. Walton Beach) FL,686,59,38,46,24,56,41,27,27,38,2010,30.4684724,-87.2087375
